sample_name,data_dir,sample_type,comments,acquisition_method,processing_method,rack_code,plate_code,vial_position,rack_position,plate_position,injection_volume,dilution_factor,weight_to_volume,set_name,filename
150627_22_BloodProject01_P_173_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_173_Broth-5.mzML
150627_22_BloodProject01_P_173_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_173_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_173_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_173_Broth-6.mzML
150627_22_BloodProject01_P_174_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_174_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-1.mzML
150627_22_BloodProject01_P_174_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_174_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-2.mzML
150627_22_BloodProject01_P_174_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_174_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-3.mzML
150627_22_BloodProject01_P_174_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_174_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-4.mzML
150627_22_BloodProject01_P_174_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_174_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-5.mzML
150627_22_BloodProject01_P_174_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_174_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_174_Broth-6.mzML
150627_22_BloodProject01_P_175_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_175_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-1.mzML
150627_22_BloodProject01_P_175_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_175_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-2.mzML
150627_22_BloodProject01_P_175_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_175_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-3.mzML
150627_22_BloodProject01_P_175_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_175_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-4.mzML
150627_22_BloodProject01_P_175_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_175_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-5.mzML
150627_22_BloodProject01_P_175_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_175_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_175_Broth-6.mzML
150627_22_BloodProject01_P_176_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_176_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-1.mzML
150627_22_BloodProject01_P_176_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_176_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-2.mzML
150627_22_BloodProject01_P_176_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_176_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-3.mzML
150627_22_BloodProject01_P_176_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_176_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-4.mzML
150627_22_BloodProject01_P_176_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_176_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-5.mzML
150627_22_BloodProject01_P_176_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_176_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_176_Broth-6.mzML
150627_22_BloodProject01_P_177_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_177_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-1.mzML
150627_22_BloodProject01_P_177_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_177_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-2.mzML
150627_22_BloodProject01_P_177_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_177_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-3.mzML
150627_22_BloodProject01_P_177_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_177_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-4.mzML
150627_22_BloodProject01_P_177_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_177_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-5.mzML
150627_22_BloodProject01_P_177_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_177_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_177_Broth-6.mzML
150627_22_BloodProject01_P_178_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_178_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-1.mzML
150627_22_BloodProject01_P_178_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_178_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-2.mzML
150627_22_BloodProject01_P_178_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_178_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-3.mzML
150627_22_BloodProject01_P_178_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_178_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-4.mzML
150627_22_BloodProject01_P_178_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_178_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-5.mzML
150627_22_BloodProject01_P_178_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_178_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_178_Broth-6.mzML
150627_22_BloodProject01_P_179_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_179_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-1.mzML
150627_22_BloodProject01_P_179_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_179_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-2.mzML
150627_22_BloodProject01_P_179_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_179_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-3.mzML
150627_22_BloodProject01_P_179_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_179_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-4.mzML
150627_22_BloodProject01_P_179_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_179_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-5.mzML
150627_22_BloodProject01_P_179_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_179_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_179_Broth-6.mzML
150627_22_BloodProject01_P_180_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_180_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-1.mzML
150627_22_BloodProject01_P_180_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_180_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-2.mzML
150627_22_BloodProject01_P_180_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_180_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-3.mzML
150627_22_BloodProject01_P_180_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_180_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-4.mzML
150627_22_BloodProject01_P_180_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_180_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-5.mzML
150627_22_BloodProject01_P_180_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_180_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_180_Broth-6.mzML
150627_22_BloodProject01_P_196_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_196_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-1.mzML
150627_22_BloodProject01_P_196_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_196_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-2.mzML
150627_22_BloodProject01_P_196_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_196_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-3.mzML
150627_22_BloodProject01_P_196_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_196_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-4.mzML
150627_22_BloodProject01_P_196_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_196_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-5.mzML
150627_22_BloodProject01_P_196_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_196_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_196_Broth-6.mzML
150627_22_BloodProject01_P_197_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_197_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-1.mzML
150627_22_BloodProject01_P_197_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_197_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-2.mzML
150627_22_BloodProject01_P_197_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_197_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-3.mzML
150627_22_BloodProject01_P_197_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_197_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-4.mzML
150627_22_BloodProject01_P_197_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_197_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-5.mzML
150627_22_BloodProject01_P_197_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_197_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_197_Broth-6.mzML
150627_22_BloodProject01_P_198_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_198_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-1.mzML
150627_22_BloodProject01_P_198_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_198_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-2.mzML
150627_22_BloodProject01_P_198_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_198_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-3.mzML
150627_22_BloodProject01_P_198_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_198_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-4.mzML
150627_22_BloodProject01_P_198_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_198_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-5.mzML
150627_22_BloodProject01_P_198_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_198_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_198_Broth-6.mzML
150627_22_BloodProject01_P_199_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_199_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-1.mzML
150627_22_BloodProject01_P_199_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_199_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-2.mzML
150627_22_BloodProject01_P_199_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_199_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-3.mzML
150627_22_BloodProject01_P_199_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_199_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-4.mzML
150627_22_BloodProject01_P_199_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_199_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-5.mzML
150627_22_BloodProject01_P_199_Broth-6-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-6-10.0x.mzML
150627_22_BloodProject01_P_199_Broth-6,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_199_Broth-6.mzML
150627_22_BloodProject01_P_200_Broth-1-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_200_Broth-1-10.0x.mzML
150627_22_BloodProject01_P_200_Broth-1,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_200_Broth-1.mzML
150627_22_BloodProject01_P_200_Broth-2-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_200_Broth-2-10.0x.mzML
150627_22_BloodProject01_P_200_Broth-2,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_200_Broth-2.mzML
150627_22_BloodProject01_P_200_Broth-3-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_200_Broth-3-10.0x.mzML
150627_22_BloodProject01_P_200_Broth-3,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_200_Broth-3.mzML
150627_22_BloodProject01_P_200_Broth-4-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_200_Broth-4-10.0x.mzML
150627_22_BloodProject01_P_200_Broth-4,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_200_Broth-4.mzML
150627_22_BloodProject01_P_200_Broth-5-10.0x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_200_Broth-5-10.0x.mzML
150627_22_BloodProject01_P_200_Broth-5,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,1,,BloodProject01,150627_22_BloodProject01_P_200_Broth-5.mzML
